Name,Class,C:DB,Formula,HS578T_NoLab_1_1.raw(F36),HS578T_NoLab_1_2.raw(F37),HS578T_NoLab_2_1.raw(F39),HS578T_NoLab_2_2.raw(F40),HS578T_NoLab_3_1.raw(F41),HS578T_NoLab_3_2.raw(F42),OVCAR5_NoLab_1_1.raw(F138),OVCAR5_NoLab_1_2.raw(F139),OVCAR5_NoLab_2_1.raw(F141),OVCAR5_NoLab_2_2.raw(F142),OVCAR5_NoLab_3_1.raw(F143),OVCAR5_NoLab_3_2.raw(F144),SF539_NoLab_1_1.raw(F159),SF539_NoLab_1_2.raw(F160),SF539_NoLab_2_1.raw(F162),SF539_NoLab_2_2.raw(F163),SF539_NoLab_3_1.raw(F164),SF539_NoLab_3_2.raw(F165),SKMEL5_NoLab_1_1.raw(F180),SKMEL5_NoLab_1_2.raw(F181),SKMEL5_NoLab_2_1.raw(F183),SKMEL5_NoLab_2_2.raw(F184),SKMEL5_NoLab_3_1.raw(F185),SKMEL5_NoLab_3_2.raw(F186),HCT15_NoLab_1_1.raw(F15),HCT15_NoLab_1_2.raw(F16),HCT15_NoLab_2_1.raw(F18),HCT15_NoLab_2_2.raw(F19),HCT15_NoLab_3_1.raw(F20),HCT15_NoLab_3_2.raw(F21),NCIH460_NoLab_1_1.raw(F96),NCIH460_NoLab_1_2.raw(F97),NCIH460_NoLab_2_1.raw(F99),NCIH460_NoLab_2_2.raw(F100),NCIH460_NoLab_3_1.raw(F101),NCIH460_NoLab_3_2.raw(F102),OVCAR3_NoLab_1_1.raw(F117),OVCAR3_NoLab_1_2.raw(F118),OVCAR3_NoLab_2_1.raw(F120),OVCAR3_NoLab_2_2.raw(F121),OVCAR3_NoLab_3_1.raw(F122),OVCAR3_NoLab_3_2.raw(F123),SW620_NoLab_1_1.raw(F201),SW620_NoLab_1_2.raw(F202),SW620_NoLab_2_1.raw(F204),SW620_NoLab_2_2.raw(F205),SW620_NoLab_3_1.raw(F206),SW620_NoLab_3_2.raw(F207),T47D_NoLab_1_1.raw(F222),T47D_NoLab_1_2.raw(F223),T47D_NoLab_2_1.raw(F225),T47D_NoLab_2_2.raw(F226),T47D_NoLab_3_1.raw(F227),T47D_NoLab_3_2.raw(F228)
SM d42:0; SM d26:0/16:0; [M+H]+,SM , d42:0,C47 H97 N2 O6 P,54.08615709,54.95468983,50.00361486,56.76116935,48.34646204,49.17736566,19.77803845,20.83167815,20.14581087,17.60701319,20.28630386,19.85063073,38.80000312,39.92555394,36.43259232,39.83034599,39.03144201,36.80561622,3.614982055,3.199960463,2.859901346,3.409507836,3.228417798,2.994632536,2.266224354,1.706603312,2.070937845,2.055987927,2.190634301,2.388576056,16.66995417,16.58170457,18.32898409,16.64722808,20.43828438,22.40073624,22.06142591,23.95611068,20.61880726,25.36354942,21.57055856,22.31249484,15.98138923,17.27262476,14.26629756,14.67447215,14.56071446,16.3763983,1.539064685,1.500858036,1.532894637,1.703071339,1.709378809,1.927373108
SM d42:1; SM d20:1/22:0; [M+H]+,SM , d42:1,C47 H95 N2 O6 P,565.2744335,530.6643782,540.0459917,512.2750364,511.443048,523.5556897,199.3941985,195.6379448,216.460419,218.8206452,219.8452347,209.231948,407.6604656,439.6340144,367.7482142,414.0950251,410.1615523,406.3413847,41.24613009,38.6274152,35.60583333,46.65850377,35.70876937,35.25614236,17.06286315,17.96038349,20.95234092,21.84594234,23.27939434,23.37137256,168.4050881,166.4314018,189.4887121,167.4905593,211.1263369,201.1327754,239.6162641,254.7009752,232.4565002,259.1367074,242.9944751,230.6026155,176.5081941,187.9662142,156.3234789,163.5878041,168.3937722,182.9751246,16.70748201,16.49968948,15.43467056,16.43209273,18.26396854,18.12807957
SM d42:2; SM d19:1/23:1; [M+H]+,SM , d42:2,C47 H93 N2 O6 P,1149.172654,1109.578198,1050.205007,1164.773091,963.1299232,997.2689093,261.4369796,260.6856465,234.1141631,251.6021057,255.8112423,248.2215454,979.8942034,964.3593569,946.0989998,934.067571,943.6816567,952.7643984,360.8358635,299.5201924,291.9240903,326.1534007,306.8453446,285.6822852,15.3519022,17.10025104,18.0567872,17.11924682,18.93150947,19.4934008,454.8989908,463.913476,504.4109779,445.4430055,507.0555641,500.3126399,600.3936888,595.8693057,563.0903865,679.4756443,577.0167321,577.5274392,367.0101915,388.8172069,336.1546238,336.546702,323.0817964,359.1214395,20.68263656,20.08265402,17.4743129,20.80847989,23.71604882,21.84585273
SM d44:2; SM d30:2/14:0; [M+H]+,SM , d44:2,C49 H97 N2 O6 P,38.04326116,41.35725451,34.82202328,38.1544576,33.00708502,34.68087329,7.917140726,9.368503755,8.047578636,7.958171208,7.451569606,8.502500706,49.66132202,46.23960994,45.15059017,45.16745265,46.43859373,48.86266529,8.072284534,6.888003216,6.190869027,6.8114334,7.014731475,6.672116738,0.403294742,0.420695447,0.454704878,0.556182288,0.553274593,0.597324994,6.459758198,6.716178591,7.717656606,7.0087306,8.108053547,8.202191791,24.42887338,22.81951945,20.65345717,24.8992164,20.66090398,22.43443413,15.94493257,17.2577801,14.09318358,13.97498764,14.75124155,16.82586082,1.856390902,1.845194984,1.813825233,1.884124219,2.200021236,2.096426595
TAG 39:9; TAG 12:3-12:3-15:3; [M+Na]+,TAG , 39:9,C42 H62 O6,28.3238539,29.47894008,15.95633998,14.55753584,24.59955638,22.36296434,13.91089128,13.6362398,8.314080696,9.01502561,15.00836888,10.56377004,35.58471749,37.12428629,24.59403548,24.64696199,28.91346757,31.26166558,2.97205486,2.514964761,3.425445363,3.322717857,3.692817871,3.682317685,1.088308668,0.943035041,0.789905584,0.850829773,1.086760709,0.868957784,2.340973834,2.090562076,1.962264685,1.825491809,1.27453793,1.203960748,46.05556193,43.22962375,39.84174269,45.57333456,28.88601067,28.1002795,3.313899693,3.619771901,3.16671596,3.242393032,4.184717714,4.256600756,1.463275946,1.403322332,0.900043489,0.943845587,0.81977139,0.853108375
TAG 40:1; TAG 12:0-12:0-16:1; [M+Na]+,TAG , 40:1,C43 H80 O6,0.075356032,0.078128635,0.045775005,0.04376506,0.063979512,0.062934347,0.058357553,0.058252269,0.044369698,0.04543249,0.065814684,0.057240589,0.091634992,0.255049821,0.069299477,0.06918284,0.085541373,0.093303747,1.391244449,1.273021464,1.556197189,1.60439041,2.047928073,1.95136897,0.01281541,0.007734866,0.011624706,0.013186675,0.012738006,0.013907517,0.130837608,0.130559941,0.10897206,0.086909311,0.112632203,0.129892202,0.147621268,0.142047777,0.095544737,0.128913616,0.076019546,0.103138251,0.023979866,0.019790881,0.013586066,0.01647528,0.037101368,0.02709912,0.052314942,0.057513122,0.049638614,0.049000697,0.065726724,0.058190466
TAG 42:0; TAG 14:0-14:0-14:0; [M+Na]+,TAG , 42:0,C45 H86 O6,0.532723645,0.567857988,0.333585489,0.339102788,0.476881644,0.474947401,0.246085996,0.267485434,0.175837715,0.193333631,0.348351514,0.204213545,0.126249305,0.084505711,0.147042591,0.090307125,0.145571911,0.09193845,2.376959239,2.328017886,2.437790482,2.491708538,3.244974943,3.27139736,0.034743172,0.031748774,0.032127774,0.039135668,0.04628097,0.046088045,0.353259576,0.344215107,0.449287514,0.368958543,0.522453615,0.506684902,0.752707604,0.792350512,0.824373023,0.892841603,0.502938904,0.578427017,0.305070883,0.291186854,0.2283099,0.242074819,0.350418922,0.31960362,0.587811818,0.58015791,0.53964116,0.585899125,0.65636469,0.671421768
TAG 42:0; TAG 14:0-14:0-14:0; [M+Na]+,TAG , 42:0,C45 H86 O6,0.08738567,0.087063374,0.169313229,0.165967841,0.122402881,0.171201515,0.136014578,0.106357619,0.081841238,0.100213058,0.085977087,0.077328405,0.103298779,0.217844805,0.07997705,0.090657209,0.112907293,0.098895087,0.007048807,0.007532541,0.012145723,0.008608819,0.011013648,0.016885612,0.023980457,0.024451771,0.029397495,0.038221693,0.031730186,0.034562754,0.020738808,0.015899767,0.026668011,0.012104796,0.011791955,0.013121608,0.077595958,0.074580582,0.090866065,0.090685928,0.079321778,0.06820752,0.01647522,0.010914818,0.018014672,0.010379727,0.024550253,0.01522931,0.099534605,0.081496322,0.093679063,0.088822982,0.10288824,0.088754197
TAG 42:2; TAG 12:0-14:1-16:1; [M+Na]+,TAG , 42:2,C45 H82 O6,0.078924256,0.084642267,0.049114281,0.047958121,0.071217111,0.06685377,0.066239814,0.062319504,0.048237359,0.049655902,0.072222708,0.061686132,0.098808883,0.101309727,0.076410471,0.073379383,0.094085413,0.099114514,3.697425882,3.446873773,4.076187294,3.96873291,4.7443795,5.208892966,0.03481959,0.027370738,0.020397783,0.043399339,0.047413995,0.030932029,0.168830784,0.147538267,0.221493416,0.142809253,0.156078384,0.137350124,0.142878414,0.105700208,0.10149507,0.117947404,0.080466191,0.080642536,0.049175593,0.028092998,0.014571505,0.021469038,0.026650938,0.020344089,0.03018856,0.035383061,0.027636342,0.019598307,0.029911138,0.062725629
TAG 42:3; TAG 14:1-14:1-14:1; [M+Na]+,TAG , 42:3,C45 H80 O6,0.049818808,0.050713849,0.031467585,0.031316393,0.041925092,0.042267564,24.95008838,25.07986684,20.59244962,20.92262033,30.89384632,27.2381594,1.719762131,1.987900705,1.429423399,1.618421447,1.807152259,1.957541172,0.092058438,0.081410409,0.108992599,0.11038343,0.117277106,0.118855507,0.674098533,0.677076911,0.827933352,0.967090004,1.067955966,0.89931981,0.503973199,0.472299025,0.581526678,0.461613965,0.568848601,0.541573297,34.59280352,31.66030552,32.76791303,36.23636257,22.99284282,23.69480076,8.766871946,9.027757795,7.611693407,8.412535393,11.11760218,10.17132953,0.006356851,0.007193131,0.005830988,0.005875535,0.00611477,0.005805583
TAG 44:0; TAG 14:0-14:0-16:0; [M+Na]+,TAG , 44:0,C47 H90 O6,0.065772734,0.093190049,0.070267703,0.051494388,0.057894299,0.079835804,0.054393875,0.052393584,0.066157349,0.040480968,0.058266577,0.057743305,0.090398127,0.092835133,0.06905593,0.06964818,0.083650104,0.089943541,0.21118853,0.184365822,0.245692195,0.213759366,0.346940203,0.313157964,0.014444424,0.015506988,0.016434806,0.020919311,0.028955489,0.027667376,0.022821199,0.013057478,0.030480756,0.038352691,0.013040977,0.021033784,0.193978866,0.29423837,0.151524085,0.161311364,0.266809865,0.250122866,0.018014708,0.017983486,0.036492546,0.013232069,0.073366282,0.067115886,0.006456307,0.006265215,0.005530309,0.005519826,0.005636286,0.0056238
TAG 44:0; TAG 14:0-14:0-16:0; [M+Na]+,TAG , 44:0,C47 H90 O6,2.927468351,3.447935861,2.217741156,2.097945932,3.150042383,2.902972106,2.469827605,2.368631261,1.595239783,1.532345922,2.642836121,1.975468121,1.700383401,1.813034074,1.441019313,1.28906112,1.5703466,1.83174787,6.464305365,6.41920363,5.316603149,4.790047771,8.172473129,8.161968284,0.10852681,0.095990751,0.124014794,0.145658878,0.164093004,0.150590549,0.99984377,0.934795631,1.501098952,1.087692053,1.495767156,1.495481452,4.28683218,4.220056479,3.471220555,4.655223881,3.076172636,2.966409675,1.280157798,1.270211705,1.088684601,1.075396681,1.588873368,1.622815295,1.02016959,0.904725581,1.061929583,1.11486208,1.295454792,1.287388638
TAG 44:1; TAG 12:0-14:0-18:1; [M+Na]+,TAG , 44:1,C47 H88 O6,0.049306856,0.039553706,0.028919168,0.029457459,0.031460159,0.037033118,0.038336714,0.050374522,0.023721127,0.09417261,0.052210279,0.051753322,0.056841275,0.138962165,0.052525184,0.067261751,0.044071649,0.074411273,0.004246724,0.005325744,0.006035622,0.009758235,0.006494675,0.007115178,0.008184802,0.009115796,0.011176093,0.01121774,0.012322249,0.010454105,0.013973092,0.018269181,0.022349968,0.017127392,0.01756073,0.022853796,0.075355033,0.052196957,0.046195166,0.077069332,0.042508955,0.045909919,0.011896801,0.007298371,0.006496806,0.006926511,0.010049858,0.013753291,0.055512511,0.055550124,0.046064888,0.049752403,0.054437192,0.051190539
TAG 44:1; TAG 12:0-14:0-18:1; [M+Na]+,TAG , 44:1,C47 H88 O6,1.343834147,1.093111364,0.899624012,0.876522119,0.932289874,1.24844118,1.13386194,1.088216106,0.690818728,0.604468501,1.158809523,0.952068631,1.084637813,1.159750246,0.73243123,0.918187763,0.886825271,1.367228857,20.46598248,19.6313785,24.05113247,25.37043443,28.55198508,28.75640047,0.301533416,0.276690069,0.284309694,0.358584609,0.401527853,0.370230331,4.373894941,3.952930394,4.471121832,3.658042173,4.379895086,4.075622069,4.137899224,3.815822146,4.039134701,4.654620539,3.008330204,3.107646226,1.558774088,1.905302671,1.382317688,1.480334228,1.889558483,2.050776211,3.137284961,3.091504109,2.999194168,2.990784902,3.383530104,3.441285704
TAG 44:2; TAG 14:0-14:1-16:1; [M+Na]+,TAG , 44:2,C47 H86 O6,0.100999856,0.198992169,0.05008382,0.063967375,0.098599975,0.139942696,0.08559752,0.106062601,0.062107868,0.07589345,0.15242492,0.07076871,0.145669541,0.101044136,0.09143286,0.073382573,0.092309242,0.101295166,16.46161756,13.03765649,18.8124795,18.29774186,20.23428147,21.91202212,0.180430908,0.184837387,0.164238863,0.192465792,0.21515248,0.199809059,1.796620451,1.891287004,1.675488711,1.60418757,1.659041591,1.58322709,0.640752403,0.729228405,0.786902084,0.983706635,0.550692983,0.410148955,0.510332856,0.515906631,0.413821091,0.282304747,0.946239935,0.818118061,0.666897366,0.567599421,0.584916437,0.622745647,0.648548972,0.723240738
TAG 44:3; TAG 14:1-14:1-16:1; [M+Na]+,TAG , 44:3,C47 H84 O6,0.095620901,0.100421605,0.05887846,0.054895029,0.082693433,0.078611659,0.076118758,0.073187867,0.056629287,0.05905213,0.08288758,0.07234787,0.113101107,0.12305587,0.087462873,0.085195455,0.10769441,0.113613439,3.477809346,3.340497714,4.3844381,4.084828286,4.966566829,4.835203104,0.019310503,0.014220107,0.025425242,0.013978107,0.031015941,0.025820584,0.015110694,0.021024259,0.016725523,0.071053988,0.119086274,0.078651266,0.137593923,0.123724762,0.121097736,0.13500792,0.096866339,0.094865365,0.041091434,0.028758005,0.027171987,0.029462088,0.03591107,0.030692554,0.016226572,0.008258725,0.011527586,0.009056682,0.015017495,0.012735738
TAG 46:0; TAG 14:0-16:0-16:0; [M+NH4]+,TAG , 46:0,C49 H94 O6,6.451261152,6.809634804,5.032914208,5.211394136,6.479455369,6.475331114,6.437745101,6.123988271,4.810741948,5.000977421,6.348180311,6.248749559,2.48751483,2.900488954,2.344684731,2.611837788,2.785604675,3.305544275,12.60808742,11.907598,7.513171224,6.499490916,15.01215044,15.14398643,0.608756017,0.566597589,0.738379043,0.799944366,0.905529408,0.833926573,2.620259304,2.559296248,4.291633331,3.454033888,4.337012487,3.894723935,7.724535078,7.472537222,7.315336454,8.978881905,6.214708163,6.350719253,2.934892376,2.880399528,2.301410379,2.472609645,3.351439581,3.212014258,2.273667556,2.053808579,2.211033111,2.353925428,1.60786437,2.36646272
TAG 46:1; TAG 14:0-16:0-16:1; [M+NH4]+,TAG , 46:1,C49 H92 O6,4.176015639,5.161691176,2.87154558,2.873901878,3.735330524,3.60296467,4.225374292,4.141506042,2.659375636,2.819294369,4.644938009,4.074984654,3.783523096,3.235186429,2.691375433,2.113928185,3.992731574,3.710303234,71.84939423,72.39638095,79.48928126,80.32310523,98.15049917,91.4749212,0.61923904,0.566698604,0.672106566,0.765370384,0.927094448,0.920576095,14.64883132,14.28419285,13.92932824,14.14278222,17.60834073,16.21045642,8.183675631,8.278226918,8.663972879,9.059255658,5.91310918,5.875062432,4.289578127,4.300940543,3.528754608,3.469378714,4.815833622,4.329573471,8.768352977,8.582773653,7.818414606,8.600390383,9.997670952,9.216724332
TAG 46:1; TAG 14:0-16:0-16:1; [M+NH4]+,TAG , 46:1,C49 H92 O6,18.10741462,19.07513687,11.66134061,11.49055708,15.57101502,14.90519643,16.19668019,16.03303327,11.49727788,10.99105328,17.63232267,14.80022254,14.478901,15.52576825,12.12234657,11.04229899,16.31443977,17.58302385,134.4127824,127.6253813,151.9606422,147.5543412,181.1566998,172.9709132,1.95240032,1.833854924,2.097750242,2.297939813,2.924762885,2.699303361,33.90357042,32.22528094,36.10061029,30.31839276,39.90061076,37.1320247,34.53099227,35.017759,34.27902932,37.14572664,23.30278667,22.45595689,13.14288983,12.91750115,11.97879921,11.30007856,16.56588416,14.91213749,22.5840058,21.9682953,20.83274889,20.72051878,24.54076605,23.40268596
TAG 46:2; TAG 14:0-14:1-18:1; [M+Na]+,TAG , 46:2,C49 H90 O6,1.700678792,1.669188578,1.045535779,1.060034358,1.490148161,1.591810092,1.353372744,0.141493975,0.170766248,0.058702581,0.222553081,0.072655832,3.189979474,3.512361853,2.624148691,1.885957009,4.371889482,2.978642482,1.050921704,0.297650611,2.582034983,2.243618767,0.812889624,1.831893553,0.040396805,0.025654206,0.039727397,0.047239967,0.046000698,0.027697573,0.383942378,0.251135292,0.582080931,0.216137631,0.364428886,0.094437756,7.471974035,6.807545863,6.875528764,6.960591633,4.695867958,5.011602499,3.204558367,3.546482771,2.844728218,2.752917663,4.084868201,4.305685938,0.267943225,0.170276073,3.258025276,0.252766364,0.114905367,0.117937344
TAG 46:3; TAG 14:1-16:1-16:1; [M+Na]+,TAG , 46:3,C49 H88 O6,0.083756689,0.089556673,0.054585334,0.050604551,0.086429678,0.073806956,0.070372858,0.068838226,0.053536672,0.054074636,0.07949064,0.066353104,0.106071097,0.183702886,0.079939008,0.142570105,0.10060596,0.180918415,13.53903377,13.07980047,15.02490651,16.08930914,17.84029471,18.46136466,0.146537545,0.158055549,0.150286636,0.143639938,0.243730553,0.177201662,0.92424302,0.903307054,0.65518739,0.933257359,0.970980268,0.613066748,0.193925417,0.221458365,0.111040577,0.131709628,0.085858288,0.243084714,0.374873842,0.033672695,0.230369802,0.037479745,0.154849368,0.479388076,0.194297989,0.206204497,0.106257558,0.219555092,0.186654534,0.212987038
TAG 46:3; TAG 14:1-16:1-16:1; [M+Na]+,TAG , 46:3,C49 H88 O6,0.230587941,0.252583186,0.156382601,0.149476968,0.259394309,0.269550324,0.201699635,0.159039161,0.123687491,0.124930367,0.26379663,0.172057298,0.259583619,0.424414669,0.191107417,0.18950391,0.489222168,0.255059588,1.082779296,0.682411015,2.070833849,4.352963464,2.160569357,1.574504761,0.146537545,0.025471518,0.113398737,0.033030104,0.131544888,0.177201662,0.92424302,0.903307054,0.65518739,0.933257359,0.970980268,0.613066748,0.450252668,0.312651207,0.380432248,0.309749036,0.203698057,0.344393093,0.443955511,0.276499718,0.212148799,0.317126402,0.587419554,0.270419416,0.194297989,0.206204497,0.113465482,0.155277939,0.149576017,0.212987038
TAG 47:1; TAG 14:0-15:0-18:1; [M+Na]+,TAG , 47:1,C50 H94 O6,2.243464328,2.616704392,1.521618661,1.682877448,2.231192773,2.244277053,1.628557381,1.640926571,1.224673017,1.358606948,1.735485557,1.45787557,1.726073252,1.986012455,1.458254396,1.503189528,1.508513016,1.996047184,3.896375095,3.892792539,4.491945829,4.19914857,5.388677052,5.714294328,0.156252583,0.174186337,0.144909664,0.187673755,0.238950376,0.215360878,1.275912681,1.307245003,1.698111726,1.614121842,1.680843082,2.046256192,2.809651571,3.398221043,2.635582319,2.899907138,2.186974235,1.776998576,0.897214866,0.902100221,0.908093028,0.832778671,1.120178543,1.084934826,1.571011483,1.528684257,1.449020733,1.4847455,1.741479583,1.721712267
TAG 47:2; TAG 15:0-16:1-16:1; [M+Na]+,TAG , 47:2,C50 H92 O6,0.416803058,0.375974407,0.247986691,0.252251149,0.339441101,0.294859351,0.330732484,0.261923074,0.225556975,0.23542318,0.242313769,0.3110335,0.585525524,0.797322993,0.469603887,0.275890453,0.730099935,0.792903174,3.104288862,2.848131333,3.895853524,3.824688067,4.234328061,4.374449511,0.108747209,0.097123005,0.100609415,0.124809486,0.136098391,0.126907558,1.187018898,1.095817888,1.253356549,1.041918219,1.105846631,1.181618001,0.884868261,1.510061593,1.016993881,1.107082647,0.686247636,0.588376844,0.352208293,0.418566252,0.284989275,0.383283197,0.578908981,0.498444925,0.587766429,0.558012485,0.522072186,0.535675322,0.61955199,0.352436554
TAG 47:2; TAG 15:0-16:1-16:1; [M+Na]+,TAG , 47:2,C50 H92 O6,0.069319657,0.282581494,0.085964668,0.111763414,0.128507987,0.319446352,0.057942462,0.144234191,0.043453194,0.083031249,0.073687645,0.08081731,0.655562236,0.671350095,0.61497407,0.579066967,0.835030209,0.750485273,0.075560739,0.054886306,0.061284831,0.115397676,0.059439768,0.075967134,0.008173961,0.006908577,0.005332187,0.008077058,0.00942021,0.00361866,0.040138097,0.044029862,0.028999224,0.011650946,0.037173314,0.026194681,1.08165114,0.132081127,1.043415181,0.796854494,0.617971263,0.208729975,0.046037339,0.126408789,0.092361196,0.029007783,0.209224044,0.044892652,0.026262817,0.039320163,0.020217421,0.020228357,0.021374899,0.035744559
TAG 48:0; TAG 16:0-16:0-16:0; [M+Na]+,TAG , 48:0,C51 H98 O6,0.499899335,0.346355328,0.250712864,0.234136705,0.271547703,0.330134925,2.313910741,2.205367193,1.583224977,1.619200152,2.089967828,2.07500601,0.36345537,0.461136901,0.236992779,0.365515147,0.713390769,0.427361865,2.808463638,2.820537266,3.592443864,3.512305705,4.156478047,4.456038695,0.139646008,0.12967735,0.149271766,0.18636069,0.165602116,0.174260213,0.313279293,0.266249757,0.3362838,0.212579695,0.268534522,0.351048197,2.243867187,2.138701263,1.906655915,2.018663126,1.825395362,2.130833303,0.582043153,0.451918111,0.439278957,0.523580341,0.785062079,0.636193921,0.007125862,0.011022759,0.00594301,0.006111365,0.006386044,0.006289626
TAG 48:0; TAG 16:0-16:0-16:0; [M+Na]+,TAG , 48:0,C51 H98 O6,11.35997047,8.288483613,13.07757122,12.24694058,19.94888024,19.63594089,17.11416966,17.11078572,12.33126443,13.16966951,18.92998016,15.64893242,7.575979188,8.663053192,7.44274669,6.332215688,9.97881633,10.07984273,6.240324625,5.820104028,2.036748596,1.879782597,6.477968649,6.625603766,0.54555753,0.458327955,0.988697574,1.196032498,1.246139453,1.091111127,2.004927361,1.834957579,3.619015381,3.130683516,3.233711795,3.418844769,19.03992727,15.69772062,17.87032208,20.11969496,12.90388845,14.13622168,5.060139858,5.151533527,4.447945522,4.504466908,6.665518362,6.004827197,0.629396737,0.553898544,0.567212975,0.674429061,0.696038971,0.653481681
TAG 48:1; TAG 14:0-16:0-18:1; [M+NH4]+,TAG , 48:1,C51 H96 O6,27.17832875,27.60075125,17.06029589,18.42463829,22.9833376,24.03355492,25.06427488,22.49379838,18.42400268,19.27812546,26.9867891,24.27783932,16.56885595,15.84975126,13.28729533,13.03088235,17.86670368,18.98977956,116.2395435,127.0044141,123.3902782,125.3900595,153.9210126,172.7665561,3.043412159,2.527581044,3.347977991,4.039667441,4.434132688,3.84551734,50.9421605,57.73608212,70.9787867,61.77788904,75.93330558,72.75159585,31.52995527,31.08170438,30.1981896,34.4149049,24.0186566,23.91439814,13.99610178,14.56054216,11.42446226,13.15435485,15.8528304,16.4190295,26.22907767,22.17904686,25.35673793,23.72605539,29.03467485,26.35852991
TAG 48:1; TAG 14:0-16:0-18:1; [M+NH4]+,TAG , 48:1,C51 H96 O6,0.467647414,0.425983852,0.297094612,0.185472225,0.414434096,0.312531189,0.527996553,0.50729285,0.34702528,0.367979831,0.644132931,0.513949378,0.647148282,0.813387152,0.658566593,0.553199202,0.687115126,0.805535977,14.55424231,14.58980198,16.8829203,16.41382996,20.00974984,21.20821521,0.203071119,0.168056798,0.198084619,0.247685387,0.277379808,0.234771025,4.040027279,3.990212617,4.339688035,3.671977965,4.007264217,4.072406542,1.300087613,1.192982866,1.016270775,1.42622001,1.125552009,0.941742116,0.989455677,0.634462385,0.675330076,0.712720209,0.95142944,0.737028087,1.012112848,0.962506907,0.935126798,0.946801387,1.073554886,1.167483446
TAG 48:1; TAG 14:0-16:0-18:1; [M+NH4]+,TAG , 48:1,C51 H96 O6,53.76785996,55.54881523,32.17934211,32.72397745,43.74956685,47.08576187,52.31253595,48.07270776,37.14322035,40.1977551,57.27472467,52.01177668,50.68423011,46.37975444,37.03645478,34.33513943,50.85253878,54.70386661,193.9656597,200.3675272,203.9708084,207.9499383,264.1698798,283.9995305,4.170397636,3.760082349,4.768450015,5.708721733,6.435508306,5.586425546,91.22984749,98.07529554,115.2749925,106.2352543,125.9128993,122.0004831,50.48273533,69.11577081,71.79404778,79.0070585,49.51105293,35.70491377,29.56955707,30.52182073,23.80895987,25.02323998,36.17745727,33.86616079,42.84435393,38.26575264,41.34384481,39.22116674,48.38667683,45.64706653
TAG 48:2; TAG 14:0-16:1-18:1; [M+NH4]+,TAG , 48:2,C51 H94 O6,18.79724705,19.03986307,12.19711416,11.67280998,14.99837271,15.43680736,24.6912359,24.0577024,16.70993017,17.45757892,25.98576954,21.73125963,31.27522838,33.84908188,26.01827083,29.25624044,32.6276819,39.86833403,272.6208615,204.5160194,309.2414005,310.4445413,287.5476177,389.1852294,6.023104692,5.705261119,5.873738453,7.042694372,8.310993418,7.925230823,100.3809775,90.97951901,106.4241987,86.12782957,101.2623046,99.35976834,54.5944583,54.61892719,56.78651118,58.81412109,42.37789285,34.55082992,26.15964785,27.77653207,21.90486886,21.28240492,33.05114966,31.41244399,27.96669465,27.04904368,26.22385504,25.55852771,29.42129696,27.89408213
TAG 48:2; TAG 14:0-16:1-18:1; [M+NH4]+,TAG , 48:2,C51 H94 O6,0.123295238,0.128337722,0.077165612,0.074972581,0.108422783,0.105476915,0.101660324,0.096372977,0.106991035,0.079932795,0.113928017,0.096978856,0.162681243,0.16895667,0.120409162,0.12405819,0.152166805,0.157850222,4.637236758,4.666311234,5.393496754,5.471135081,6.386333422,6.461783944,0.040835076,0.043157494,0.044033659,0.048142804,0.063001441,0.065778493,0.565049977,0.507056709,0.47241212,0.467174572,0.4625851,0.368253785,0.181524672,0.240676188,0.171993829,0.234927859,0.146645973,0.150899803,0.088251007,0.036132265,0.10069238,0.054334412,0.131669219,0.092869496,0.061328351,0.106379464,0.056585419,0.053054866,0.071792308,0.057042024
TAG 48:2; TAG 14:0-16:1-18:1; [M+NH4]+,TAG , 48:2,C51 H94 O6,5.232650135,4.638745141,3.22046773,2.856804618,3.952803369,3.803397148,6.603922499,6.453856877,4.016934917,4.983903622,6.813516179,6.139888831,6.52529102,6.935145874,6.761996252,7.160492266,9.101975156,9.530851627,152.76974,89.57336436,165.1291075,175.0614383,135.5808105,216.4805783,2.029460747,1.812665589,1.957189437,2.356159664,3.041481308,2.737178918,44.70804883,38.55414961,46.37269053,39.68756703,44.64578091,44.6508298,15.67742182,16.1852625,14.67754729,15.65197515,9.28711762,10.56496519,8.406789377,9.184764163,6.369030853,6.909291296,10.68956901,9.724225637,10.42569249,10.39498736,10.21059598,9.837699739,12.1274665,11.07925586
TAG 48:3; TAG 14:1-16:1-18:1; [M+NH4]+,TAG , 48:3,C51 H92 O6,0.153834173,0.224263195,0.092396006,0.08566758,0.168787112,0.146556001,0.223881265,0.183239057,0.181127415,0.138129702,0.22261311,0.172348483,1.05956363,0.877361121,0.742096599,0.744804435,0.989804035,0.827143695,29.05634568,1.70120147,35.40670847,2.601537211,40.06653937,43.71445652,0.364707086,0.322432479,0.373539809,0.443550269,0.534323761,0.48117837,3.86589669,3.757743778,3.544161547,2.942800999,3.727478539,3.49212013,1.581647955,1.494096635,1.709079586,2.896559885,1.260294748,1.219229527,1.21025856,0.966401438,1.158343467,0.963040924,1.130113443,1.591053409,0.524929176,0.53356858,0.549230915,0.537306987,0.667369633,0.561220572
