Name,Class,C:DB,Formula,HS578T_NoLab_1_1.raw(F36),HS578T_NoLab_1_2.raw(F37),HS578T_NoLab_2_1.raw(F39),HS578T_NoLab_2_2.raw(F40),HS578T_NoLab_3_1.raw(F41),HS578T_NoLab_3_2.raw(F42),OVCAR5_NoLab_1_1.raw(F138),OVCAR5_NoLab_1_2.raw(F139),OVCAR5_NoLab_2_1.raw(F141),OVCAR5_NoLab_2_2.raw(F142),OVCAR5_NoLab_3_1.raw(F143),OVCAR5_NoLab_3_2.raw(F144),SF539_NoLab_1_1.raw(F159),SF539_NoLab_1_2.raw(F160),SF539_NoLab_2_1.raw(F162),SF539_NoLab_2_2.raw(F163),SF539_NoLab_3_1.raw(F164),SF539_NoLab_3_2.raw(F165),SKMEL5_NoLab_1_1.raw(F180),SKMEL5_NoLab_1_2.raw(F181),SKMEL5_NoLab_2_1.raw(F183),SKMEL5_NoLab_2_2.raw(F184),SKMEL5_NoLab_3_1.raw(F185),SKMEL5_NoLab_3_2.raw(F186),HCT15_NoLab_1_1.raw(F15),HCT15_NoLab_1_2.raw(F16),HCT15_NoLab_2_1.raw(F18),HCT15_NoLab_2_2.raw(F19),HCT15_NoLab_3_1.raw(F20),HCT15_NoLab_3_2.raw(F21),NCIH460_NoLab_1_1.raw(F96),NCIH460_NoLab_1_2.raw(F97),NCIH460_NoLab_2_1.raw(F99),NCIH460_NoLab_2_2.raw(F100),NCIH460_NoLab_3_1.raw(F101),NCIH460_NoLab_3_2.raw(F102),OVCAR3_NoLab_1_1.raw(F117),OVCAR3_NoLab_1_2.raw(F118),OVCAR3_NoLab_2_1.raw(F120),OVCAR3_NoLab_2_2.raw(F121),OVCAR3_NoLab_3_1.raw(F122),OVCAR3_NoLab_3_2.raw(F123),SW620_NoLab_1_1.raw(F201),SW620_NoLab_1_2.raw(F202),SW620_NoLab_2_1.raw(F204),SW620_NoLab_2_2.raw(F205),SW620_NoLab_3_1.raw(F206),SW620_NoLab_3_2.raw(F207),T47D_NoLab_1_1.raw(F222),T47D_NoLab_1_2.raw(F223),T47D_NoLab_2_1.raw(F225),T47D_NoLab_2_2.raw(F226),T47D_NoLab_3_1.raw(F227),T47D_NoLab_3_2.raw(F228)
PC 36:2e; PC 18:2e/18:0; [M+H]+,Ether PC, 36:2e,C44 H86 N O7 P,30.79484333,29.00686003,25.26927453,23.27436929,23.48734549,19.50514174,105.3576505,103.5664959,94.27556594,89.38677137,102.6489414,90.61184867,19.404767,20.36901277,22.79277587,20.66300998,22.43116693,20.7234836,3.444786205,3.694812399,3.053659667,2.896880865,2.573571419,2.652362195,3.3927547,3.515219728,3.789666157,3.852791086,4.32937409,4.008385077,73.0942919,68.95129139,72.65619022,75.67788837,75.05298433,71.63856399,94.20457705,110.1327992,104.7211168,99.23987124,99.17878747,100.9352574,65.88700422,76.95186982,68.07077373,66.54584122,56.55309083,69.42508304,0.714021912,0.670586084,0.695028249,0.568111573,0.645903639,0.831053325
PC 36:2e; PC 18:2e/18:0; [M+H]+,Ether PC, 36:2e,C44 H86 N O7 P,3.486499084,3.457853342,3.219060768,3.594386932,2.678346679,2.699698507,7.728847258,6.690677684,6.687426782,7.015947658,6.340896552,6.728591461,3.429590546,3.42259137,3.661505838,3.648179353,3.655621162,3.677286893,0.174812035,0.164971712,0.134882904,0.124373071,0.134045333,0.13483709,0.054950824,0.063960157,0.086364777,0.083641256,0.089358656,0.079843365,0.123763683,0.122800003,0.115152178,0.171613868,0.182155623,0.164802961,1.114403557,0.980413492,0.796513109,0.928999434,1.064018665,0.938619695,0.151990003,0.174817199,0.123473742,0.126666021,0.175931662,0.193999675,0.007736833,0.022100039,0.007270193,0.008924447,0.01971496,0.018139201
PC 36:2e; PC 18:2e/18:0; [M+H]+,Ether PC, 36:2e,C44 H86 N O7 P,3.525495402,8.752818218,3.077139834,3.184748227,7.500105056,9.192970885,3.773303509,3.84438422,9.56563817,9.146040993,1.361262943,9.377892408,3.760438831,2.738188886,3.826786569,3.745995289,4.361574061,4.094329596,0.365599666,0.220206607,0.535453698,0.47828685,0.352097024,0.622372745,0.332893814,0.120603932,0.388908996,0.123380595,0.408407066,0.13505036,0.901235103,1.351504214,2.739117676,2.015400004,4.4122814,3.006018181,3.436234735,5.02508346,7.745380666,6.73953461,8.648135293,1.936326803,3.266700262,3.52425479,0.050890829,4.58473209,0.140048701,1.201764902,0.95841874,0.911767897,0.876542917,1.161750203,1.040449113,1.681020583
PC 36:3; PC 17:1-19:2; [M+H]+,PC , 36:3,C44 H82 N O8 P,1.965467977,2.301503112,3.215712809,2.801256138,1.882094763,1.896936755,0.533643766,0.827835996,0.928654226,1.017652395,0.770553219,0.881332445,2.384505982,1.790145088,3.735237794,3.68683969,2.880198186,7.319828025,0.470407998,0.340362161,0.287217965,0.282370182,0.259459001,0.209992551,0.031094871,0.035329333,0.01143463,0.042450295,0.035142175,0.035733426,1.14058516,1.140247168,1.057563419,1.672347457,1.772057122,1.139713404,9.2734997,10.44896445,15.30183946,11.42822028,18.30249964,17.01245195,6.568444047,3.199364586,4.348867655,5.349528705,4.579424645,4.208510442,0.131834731,0.12956167,0.120320429,0.121504407,0.120200226,0.140108814
PC 36:3; PC 17:1-19:2; [M+H]+,PC , 36:3,C44 H82 N O8 P,491.8954446,566.7137112,450.3278323,534.9635995,469.5940419,528.7224505,386.7115759,350.8682425,342.9275648,344.9521333,349.4992768,338.1346939,249.1285789,312.7687673,305.7315177,332.998262,275.6176111,232.5272562,126.7620372,127.1149845,110.5805261,125.2484757,134.3581046,139.9352572,9.085956681,8.863544542,12.21926801,11.21622532,10.95964847,11.32405292,161.2589169,171.898969,170.0671233,175.2637535,178.4293594,182.123526,564.4491212,604.8388001,420.0728918,397.6006781,495.5505571,559.2086065,261.8731857,268.731944,306.2411912,310.6548738,229.1128893,309.5539321,30.48753529,35.04877061,23.49900296,27.85975654,30.33491929,30.05668295
PC 36:3; PC 18:1-18:2; [M+H]+,PC , 36:3,C44 H82 N O8 P,3.706334417,3.564465735,2.713071272,3.430867208,4.631192552,3.468510666,2.1033841,2.502005098,1.921562429,1.947288505,1.834705492,1.957337909,3.84262447,3.49266477,2.649138073,3.819987683,5.136066183,6.282882383,0.796270872,0.567161548,0.745966935,0.661458669,0.614934185,0.776254038,0.101258896,0.104239398,0.139369782,0.128226424,0.117811088,0.121323628,1.505347342,1.085338344,0.968056228,1.045361984,0.917999083,1.211461427,6.009491478,5.288638548,6.265041814,3.707348822,3.665270824,6.902582551,6.318263276,2.773285011,2.463559079,3.781193764,2.038745381,0.678603798,0.482399688,0.513771979,0.524516832,0.455191713,0.507564772,0.467761359
PC 36:3; PC 18:1-18:2; [M+H]+,PC , 36:3,C44 H82 N O8 P,24.16811461,21.53607894,22.1496541,23.55026666,21.48619792,20.71852682,5.330515349,5.107082074,5.07643823,4.824510809,4.971758479,4.600822071,19.37783389,21.38197469,16.62852375,18.60984859,24.62584303,20.39727909,2.226232647,1.943427817,1.88092162,1.95466195,1.729312209,1.892400271,0.149789433,0.151495196,0.183968443,0.179002846,0.184083931,0.166731719,3.707436347,3.089864269,3.211297998,3.69435469,3.325644484,3.402680569,30.91348249,36.10850856,28.14274208,27.69369254,29.60575443,27.67593913,14.29645181,17.32728893,13.37438165,15.65701392,13.52791694,14.65797224,0.984611796,0.975559189,1.016702901,1.008682156,1.125589377,1.143424214
PC 36:3e; PC 22:3e/14:0; [M+H]+,Ether PC, 36:3e,C44 H84 N O7 P,15.99808536,16.56054349,14.0777899,14.47937612,12.7981731,12.36505974,51.87716756,47.00101749,37.67094979,39.07601036,53.92290057,39.64756983,14.30173953,14.36450433,13.08083149,10.72917852,16.09887434,12.33661485,3.34779065,3.292542855,2.860185205,3.2560536,2.981565485,2.966336109,0.272557592,0.22276659,0.365154287,0.342737557,0.38390328,0.328719797,2.740820806,2.869245656,2.775557493,2.523437712,2.616122973,2.400620159,20.75654025,25.16736376,23.50506977,21.77839131,20.41530242,22.07001265,11.48605951,11.79375743,10.1387257,11.87782954,10.51530357,10.22686518,0.024974181,0.023268522,0.024250948,0.02349465,0.028915674,0.024394384
PC 36:3e; PC 22:3e/14:0; [M+H]+,Ether PC, 36:3e,C44 H84 N O7 P,193.6529287,198.0161843,172.6758582,183.3220351,160.538247,164.9698147,197.0030828,160.5097388,183.1043963,175.7994288,162.3904,180.9420589,102.8194081,129.8765614,143.8555046,101.5511176,127.3198413,134.1947886,18.4905045,14.7671507,20.50808399,25.48510802,24.63211035,24.19615335,5.666578963,5.385778133,7.101753683,6.777634871,6.937602106,6.692313644,97.29648824,78.64276705,109.5148823,79.88403828,105.6210506,76.13553422,255.0031695,245.6204596,188.2793015,178.21077,239.0131676,245.6466641,142.4234463,142.9131743,122.9428962,108.0140206,131.1876802,121.6494259,9.429631134,9.901965418,9.785468495,9.664089635,25.04613688,9.602510674
PC 36:4; PC 18:2-18:2; [M+H]+,PC , 36:4,C44 H80 N O8 P,7.064227223,3.986221265,10.73465433,7.472975382,3.038457167,3.581230432,10.71747942,12.70893864,10.40743886,9.015769081,8.96739692,12.18413878,12.06764405,14.6548854,21.15032155,19.15826167,15.02731817,20.09516388,20.64030017,24.34501405,18.15061631,22.76709459,22.93574449,26.17295007,1.415072452,1.267741518,1.604413818,1.44997549,1.625030036,1.514241822,14.09137839,11.90530885,16.02538874,11.86575579,12.23080618,13.05388236,16.13626343,14.89641031,14.16154089,6.009041805,14.30170073,16.59139163,10.58088726,8.211247383,6.826227859,9.620067889,8.981597116,8.957243351,8.262426052,0.523585675,7.269276751,7.925908903,8.568850666,9.229308362
PC 36:4; PC 18:2-18:2; [M+H]+,PC , 36:4,C44 H80 N O8 P,313.9326139,286.0118251,294.9048661,293.4797853,277.9892244,285.9173213,67.61319921,62.88504713,59.23515445,60.71995289,55.82558394,55.75813395,258.5440879,210.0441339,261.8861151,265.0876751,310.2161433,202.3743967,23.43142547,19.74918463,19.54704654,20.66603782,22.05941295,21.77523044,1.237476911,1.357521925,1.709884614,1.330224856,1.435293554,1.359275281,39.80538109,39.9952819,37.65782237,41.66522903,41.95767307,39.54897402,314.8389273,391.662133,336.7772607,327.498793,327.6483067,357.3792468,164.0546378,156.4277591,151.9075961,131.1497313,128.1466482,135.5306843,11.69022427,13.94297247,10.28994507,10.9494718,12.25360038,12.77440047
PC 36:4e; PC 22:4e/14:0; [M+H]+,Ether PC, 36:4e,C44 H82 N O7 P,187.6713374,214.443523,199.416429,227.133958,178.4589843,180.8764069,173.8560295,168.2398515,200.5078179,121.1428459,194.630797,127.2163636,391.9848333,435.0560647,447.7304517,443.6215809,420.2566386,398.5925163,50.34458864,45.72133046,46.31783444,48.22070622,48.04249457,47.64969621,5.188247894,4.970429284,6.163187916,6.241227801,6.320364131,6.616726734,74.39384035,74.70338182,69.39850958,76.47119188,69.54146585,71.57643794,369.6237339,400.663435,387.1017206,357.254473,335.2617799,367.6209354,152.7196994,166.2772072,152.5260521,137.9673997,138.5724627,151.9104268,20.4256543,20.35553843,19.42550579,19.24855826,21.07278211,20.93800264
PC 36:5; PC 16:0-20:5; [M+H]+,PC , 36:5,C44 H78 N O8 P,27.33382953,27.95299829,26.54762032,26.84778373,26.41010877,25.90574559,7.275556817,6.042499547,6.37417108,6.771985219,6.207355046,6.267824422,19.45634375,20.34634082,20.01016481,16.58547363,21.75828854,18.07281568,3.486229781,3.38977232,3.067929885,2.973242953,3.187500119,3.325969369,0.256242272,0.237549528,0.325832717,0.354454639,0.332530694,0.352815957,5.046083306,5.340323058,5.005517536,5.592858633,5.5445539,3.883708391,38.52012426,33.23512609,29.93903798,30.40403042,29.59852063,29.4157422,25.18589081,23.53902305,19.58213072,20.86346079,20.47743554,22.38345028,2.747313422,1.92719282,2.101679417,2.693871285,3.037612611,2.829099999
PC 38:0e; PC 18:0e/20:0; [M+H]+,Ether PC, 38:0e,C46 H94 N O7 P,15.86844052,14.28962102,15.06669646,14.65675362,11.99491904,12.36318653,32.89168874,30.13524118,29.72859829,29.48213241,28.73369909,29.44230758,9.5385336,9.126489807,9.774886106,9.427117879,10.3883098,9.961795072,0.39570737,0.377602811,0.285147256,0.305675144,0.395926028,0.302981053,0.523539677,0.494931184,0.719119113,0.70249577,0.728048894,0.784478408,0.233063037,0.248702053,0.226674522,0.234740931,0.27513378,0.288073815,5.379517161,6.463332627,5.571739055,5.554090393,5.561359555,5.584945672,3.498527848,3.313863909,2.836268743,2.856774312,2.834314991,2.879762394,0.071027097,0.08145476,0.080282993,0.089067341,0.09967618,0.099250918
PC 38:10e; PC 18:5e/20:5; [M+H]+,Ether PC, 38:10e,C46 H74 N O7 P,2.448118297,2.91385213,2.868141342,2.05384386,2.219694057,1.680100833,1.30091423,1.126380078,1.038807133,1.240484902,1.060734843,1.134203443,0.499557429,0.800829934,0.807864963,1.193279101,1.158302883,0.64382277,0.755948745,0.780847255,0.767096528,0.803797864,0.638478112,0.873320076,0.059645234,0.05711474,0.077913348,0.066209856,0.078231004,0.092558351,0.671731272,0.527481988,0.508019592,0.461663115,0.460632326,0.450175617,0.544006406,0.323331784,0.531757082,0.417967172,0.867292195,1.400063478,0.516482621,0.061624415,0.383815568,0.046960693,0.448388533,0.079663921,0.203429383,0.251993375,0.221628894,0.230682583,0.281399216,0.285399018
PC 38:1e; PC 18:1e/20:0; [M+H]+,Ether PC, 38:1e,C46 H92 N O7 P,53.83231722,51.32173599,44.29452628,48.17070364,36.61879513,38.38631605,185.2748685,178.8067134,142.4920258,172.1333245,169.0782083,167.0254986,84.94092217,81.83485545,94.08725221,90.60903021,95.57733851,88.05765498,6.30992295,5.821009342,5.054443548,5.368841143,4.817428537,5.640593554,1.566699449,1.628243799,1.978107483,1.7848672,1.9101534,1.946737592,10.67747736,10.33547428,10.65839742,10.60148439,10.8085551,10.59629969,46.92406411,37.12093752,44.71070782,41.87270236,40.78983779,43.52050052,26.56462406,28.60094319,24.33798061,25.67892907,23.4806753,25.50295483,0.325371644,0.276246906,0.323048217,0.313009536,0.378656016,0.362658476
PC 38:1e; PC 18:1e/20:0; [M+H]+,Ether PC, 38:1e,C46 H92 N O7 P,6.473322335,6.320294133,6.227020725,6.186390555,6.047211102,5.412751492,4.016798104,3.583913249,3.341949301,3.397663767,3.354524064,3.509529474,7.68046084,7.610050314,7.79934163,7.443150176,8.40752378,7.743479721,38.78819124,36.79160243,32.40859566,33.68515085,33.24948713,34.33842862,0.383761489,0.422567937,0.582062481,0.539307191,0.640657691,0.589656172,1.354666016,1.378378716,1.331539998,1.414791859,1.346863121,1.384999461,32.63999096,36.14991382,33.3355782,30.1348749,28.8140193,31.4168215,13.84318878,13.55553517,1.64875517,12.12650671,13.1571403,13.02594858,1.32644932,1.255287861,1.240383018,1.193418231,1.515750648,1.402504848
PC 38:2e; PC 16:0e/22:2; [M+H]+,Ether PC, 38:2e,C46 H90 N O7 P,0.155175509,0.164368133,0.073135729,0.075539671,0.13052613,0.179424457,0.287077574,0.276084049,0.311554112,0.314337508,0.207484659,0.296240212,0.147688159,0.807454809,0.31754338,0.812890584,0.10936386,0.932175838,0.118070092,0.158362107,0.051206997,0.048740029,0.053162424,0.12921964,0.002687313,0.006222295,0.005613172,0.005150712,0.00505344,0.00494683,0.058705388,0.092297131,0.085752993,0.072647936,0.046178889,0.060361153,0.758182533,0.947370567,1.007900706,0.686621322,0.846995477,0.847512699,1.09569563,0.81588422,1.175499559,0.595383336,0.859107323,1.080240865,0.004338503,0.00661452,0.004526845,0.005227916,0.005049624,0.00459566
PC 38:2e; PC 16:0e/22:2; [M+H]+,Ether PC, 38:2e,C46 H90 N O7 P,14.76087067,11.40937459,11.01353962,13.32299518,10.32512764,10.95241808,52.65442575,51.18142089,48.87561583,54.45332312,50.95901394,45.23815548,2.900545683,9.974718544,7.234896627,2.49306107,3.68196754,3.141375402,3.771412208,6.250039852,5.122183818,4.509493374,5.440529952,3.793198724,0.213404027,0.209987357,0.247698141,0.206695507,0.216213232,0.205678794,1.372374045,1.200505535,1.251352081,1.56650323,1.512575201,1.244417935,21.28269902,15.72047918,8.945995687,21.44302618,47.68517979,40.85532295,9.213701393,9.780217673,9.338197584,4.61036711,10.72477596,25.52391256,0.017059918,0.020405968,0.014801459,0.020146602,0.019325127,0.021696564
PC 38:2e; PC 16:0e/22:2; [M+H]+,Ether PC, 38:2e,C46 H90 N O7 P,13.34664311,6.000280909,25.42542751,54.14894327,3.30076601,36.40928254,6.66612792,5.633989476,4.891739013,5.194409887,6.168867699,5.974384607,3.594371247,17.25472348,10.39049703,11.45425039,7.494487712,19.51206819,0.555861682,0.38406195,0.639321859,0.702805223,1.208545945,0.324508189,0.22451003,0.246327253,0.243042771,0.309550605,0.318923374,0.340075518,4.535264339,4.685771543,4.588846672,5.30451169,4.585525512,4.654032326,12.07713074,13.92189498,7.617627612,8.46851222,7.093305746,27.80835805,9.90081893,8.74525072,7.451636385,20.13281454,6.930715092,4.967606623,0.042863444,0.073961991,0.066284615,0.060476976,0.058674637,0.070045727
PC 38:2e; PC 16:0e/22:2; [M+H]+,Ether PC, 38:2e,C46 H90 N O7 P,2.469774635,10.64647833,12.64452465,10.03890174,8.497191989,13.30407625,52.65706451,48.19056049,48.89211774,46.07824972,52.66981247,48.18483442,71.6982207,74.77369327,72.4036349,55.91568501,82.53624242,68.93601012,0.547258547,0.389283221,0.945444005,0.550522576,0.743125325,0.534477197,0.157051744,0.141082752,0.18640467,0.196315329,0.190765637,0.224261479,3.343495227,4.245997414,3.887513633,4.361224,4.049967699,3.817403119,31.93498903,44.01825924,29.20610419,26.68975918,37.15874767,44.34802094,20.4255406,19.5905255,20.06588088,15.15391767,11.60154406,10.31336967,0.035006036,0.037085104,0.041462549,0.050868442,0.039841358,0.031865512
PC 38:3; PC 16:0-22:3; [M+H]+,PC , 38:3,C46 H86 N O8 P,11.46408863,20.36161429,16.55055158,16.00259259,15.61466288,15.13754752,3.188799654,3.067824458,4.664512512,3.100507376,3.47156131,4.569611116,9.902270084,11.18896679,11.01078481,9.951883034,10.92633326,9.436688338,1.426721152,1.254582243,1.079998855,1.407233389,1.740798429,0.968645222,0.190086412,0.166663577,0.173578313,0.202240083,0.206921938,0.184662129,1.277073609,1.013782852,1.118590596,2.794766102,1.182174947,1.107110278,15.6935793,16.13802265,13.95529195,12.57278332,13.35582766,11.9524548,4.163246463,5.588406771,3.828722822,4.184386081,4.221483688,4.512869513,0.555885082,0.220122826,0.372339643,0.275327242,0.240700303,0.438710085
PC 38:3e; PC 22:3e/16:0; [M+H]+,Ether PC, 38:3e,C46 H88 N O7 P,9.508096485,8.65208005,8.547537177,9.316481617,8.592811639,7.342529035,9.773247025,10.00241735,9.171988695,9.504112092,9.610862439,8.487699917,13.99116476,10.51082648,14.00339595,13.71696798,1.094007577,14.09226633,1.869822222,0.649263226,0.516192889,1.302097691,1.458869244,0.54884984,0.208901347,0.230291791,0.299128685,0.243818808,0.248044965,0.239722912,3.646921311,3.158158129,3.417846939,2.063734801,6.350618765,1.753551005,25.90863108,29.64781052,29.44403509,24.35342775,25.14300793,25.37228122,13.30242031,15.91976534,8.761096379,8.424804591,13.79063574,11.5951374,0.529432683,0.859989492,0.736699026,0.490491247,0.785056593,0.21269149
PC 38:3e; PC 22:3e/16:0; [M+H]+,Ether PC, 38:3e,C46 H88 N O7 P,12.36078463,9.700546001,11.25709016,10.09584324,9.242289024,9.773770945,9.580475594,15.36372778,15.20896874,13.51607987,10.5465374,16.29417433,10.26918917,9.083577339,8.708882763,7.958085449,7.811829412,8.698107655,1.638023476,1.364212801,0.736276505,1.426271291,1.437551005,1.310456889,0.141629572,0.137699514,0.178739731,0.183371397,0.171809477,0.155694306,1.864169471,1.858110322,1.879631825,2.066550458,1.984956933,1.917013653,8.122115855,11.80435905,8.890460989,8.270966217,8.662331119,9.258814242,5.077020147,2.714900552,3.89720436,8.346317781,3.527056033,4.261697593,0.504827154,0.518563987,0.511478671,0.487805728,0.570806029,0.551813153
PC 38:3e; PC 22:3e/16:0; [M+H]+,Ether PC, 38:3e,C46 H88 N O7 P,21.14543246,16.36846466,17.64196626,18.22037123,18.2005101,13.34051265,28.97017757,26.15773907,28.15857507,25.76672392,29.13870594,26.01768594,78.30173352,70.01029008,73.63441461,70.04944363,80.95929346,70.26139621,0.417054146,0.270107275,0.199054354,0.205303478,0.207643329,0.22890557,0.106741668,0.131377908,0.196996094,0.179619718,0.139720548,0.137283497,0.87609659,0.762749507,1.018390321,0.72561875,0.90222084,0.713606527,24.53509919,24.74601013,24.80609706,15.67807688,22.88682442,21.2810912,7.174417509,7.976660963,6.542961055,7.548946599,8.911360235,7.095817744,0.03926447,0.041879142,0.040111102,0.043956007,0.042124084,0.042997547
PC 38:4; PC 19:2-19:2; [M+H]+,PC , 38:4,C46 H84 N O8 P,69.99119848,70.0131161,66.48199933,64.56106673,60.22023217,59.18801292,21.29720161,18.74153531,19.4406046,20.18157289,18.70085467,18.54842975,39.84391982,40.92742492,42.25900757,39.0281009,47.60222315,40.80749826,6.162594907,5.544331599,5.863698083,5.740931021,5.95698857,6.090179991,0.703209711,0.669105528,0.890149236,0.742771832,0.781801949,0.804188544,8.465880704,8.367182351,7.167071926,7.568484733,7.936906613,7.973639255,76.00983811,78.37085902,78.12451076,65.54909327,67.41647423,72.07572841,38.97129333,36.9432446,34.73638364,32.62770826,32.85597247,35.93591726,4.712444533,4.59639033,4.409561077,3.995384415,4.701107659,4.796076144
PC 38:4e; PC 22:3e/16:1; [M+H]+,Ether PC, 38:4e,C46 H86 N O7 P,125.2893646,141.6452436,128.7823902,130.5925967,83.2288089,97.91826298,104.6972923,90.15172906,69.74934349,110.2478123,93.4553746,74.44400821,77.0279716,86.2634905,77.07374999,80.40361133,93.03782393,79.7630705,10.58299139,10.22252264,9.721926921,9.734960959,9.82805077,10.00844908,1.116803632,1.172784839,1.59965306,1.427054777,0.742579739,1.479948709,21.01066355,21.70095289,20.38789337,21.65387995,23.36429374,21.43606897,94.39308742,95.49090232,73.32147802,43.74233456,80.62490812,93.47375321,37.53146752,37.0599484,35.85524352,34.71786476,35.18157699,31.76829017,7.787894752,7.71736696,7.928094071,7.543397985,8.603942008,8.3793333
PC 38:5; PC 18:2-20:3; [M+H]+,PC , 38:5,C46 H82 N O8 P,9.999877237,11.53218639,7.502636023,11.31604743,6.416528093,10.19565418,1.45480782,1.259013072,1.773017885,1.036071777,1.117488376,1.008588622,3.332172092,3.275696477,3.47907592,3.68221357,4.08471757,2.965308796,0.522915368,0.464299675,0.592206149,0.493998054,0.532489152,0.460502769,0.060880441,0.066079795,0.038831263,0.065179644,0.047161633,0.058258906,1.26870114,1.635712101,1.230790824,0.706963139,0.743422534,0.38246503,4.9642346,2.959495071,4.714436377,4.05676586,5.843875379,5.231391096,2.688840955,8.69039716,2.209080358,2.187438321,1.881909575,2.156431148,0.105336211,0.556486122,0.140815904,0.062181989,0.933888577,0.116156764
PC 40:0e; PC 18:0e/22:0; [M+H]+,Ether PC, 40:0e,C48 H98 N O7 P,15.08536357,14.1699016,14.53552654,14.62583387,12.49592935,11.83184765,19.8417638,19.34594992,19.34263369,19.48285344,18.31082943,18.73287705,2.959637257,2.861681748,2.751340195,2.80353969,3.321191019,3.048508926,0.09572813,0.081408321,0.125913824,0.106746763,0.104461623,0.100605013,0.556064281,0.545655235,0.828395962,0.719979304,0.741887888,0.731288511,0.074954073,0.113781303,0.107456726,0.077950674,0.065783928,0.078280494,1.101713499,1.431382738,1.157907392,1.256119039,1.129675612,1.178149584,0.955390986,0.97550558,0.847170425,0.755178792,0.853662425,0.797828675,0.02078975,0.013506748,0.016509983,0.014670554,0.014334097,0.013328473
PC 40:2e; PC 18:2e/22:0; [M+H]+,Ether PC, 40:2e,C48 H94 N O7 P,25.21237879,24.73406473,22.4062891,23.88357511,20.24637814,21.18388108,68.53611296,64.33620054,62.01135821,67.0443855,64.0445656,66.07153395,30.70870531,27.11441,31.80201859,29.95807977,32.86473543,32.57111221,8.722699817,7.54351227,1.802602113,2.027289438,8.008890806,2.076329315,0.448015695,0.533497032,0.585496766,0.408023287,0.56839602,0.360450872,1.707511319,1.430048332,1.772451702,1.659398664,1.3954365,1.733569685,16.04755965,14.41676316,16.84385241,13.48470349,12.00784116,15.62237891,9.682339896,10.24923978,8.363072598,6.948659017,7.103589678,10.98995543,0.104119455,0.080280308,0.105092904,0.126935893,0.082775621,0.062356933
PC 40:3e; PC 22:3e/18:0; [M+H]+,Ether PC, 40:3e,C48 H92 N O7 P,7.010668414,5.602330861,5.843711521,4.847630955,4.664541797,4.948134499,11.68013726,8.865903392,8.822328066,8.702588599,7.287572859,8.571189211,2.694289096,4.72902345,3.587991734,8.308799047,6.708946134,8.195581558,0.190846042,0.11546089,0.176808147,0.14405321,0.139982968,0.166500146,0.015565177,0.026505198,0.034539118,0.028411059,0.031755483,0.042442625,0.278423666,0.356321474,0.246873873,0.335003969,0.338837657,0.341770821,3.037297136,3.667271826,3.184398302,2.683135959,3.251235699,3.115524901,1.875024028,1.61170641,1.511908214,1.61385438,1.497350111,1.851910721,0.058439367,0.062141433,0.085817068,0.046187848,0.04921347,0.056909183
PC 40:4e; PC 16:2e/24:2; [M+H]+,Ether PC, 40:4e,C48 H90 N O7 P,12.5365175,12.51974354,12.25020086,13.15488579,11.96887995,11.3981213,1.960526088,2.410536708,2.26244405,2.512133767,1.977107742,1.938690749,30.36208925,33.7383934,36.26580412,33.74280606,39.59002966,34.8878748,0.467086186,0.333511796,0.430287316,0.436519302,0.437599947,0.403527116,0.015789674,0.021377307,0.02537308,0.016801358,0.025857628,0.014428506,0.12924511,0.11920823,0.13803573,0.146464016,0.115720134,0.12834725,3.943375231,3.795565899,3.548002396,3.217838248,2.733883996,3.773319062,1.251501666,1.393063544,1.369927777,1.046136196,1.242951392,1.583185329,0.085716556,0.064116385,0.075202787,0.064087336,0.083601828,0.085472664
PC 40:5e; PC 22:5e/18:0; [M+H]+,Ether PC, 40:5e,C48 H88 N O7 P,23.01483307,20.32072162,15.37420389,19.38670498,17.49144454,18.42874178,28.71843036,26.65699774,26.48859116,23.51898452,24.13014818,23.20513469,45.93899184,46.80297207,47.02386317,43.4172237,47.39545914,49.72911115,0.487738136,0.913496184,0.5990547,0.527706744,0.358942029,0.381625208,0.13976595,0.137234326,0.171773341,0.12817945,0.133370499,0.148374223,0.349815954,0.404059997,0.384817816,0.430271268,0.452215926,0.382691246,10.72184678,10.64571804,8.583495331,8.373803253,9.562966564,9.010334404,3.169777488,3.207646084,2.748943408,3.224249089,2.77414626,2.890240616,0.135896498,0.147671233,0.150969009,0.126473845,0.144175176,0.260409422
PC 40:6e; PC 22:6e/18:0; [M+H]+,Ether PC, 40:6e,C48 H86 N O7 P,3.913367053,3.012644511,3.000628224,3.017441727,18.82617882,19.86211778,1.379919433,21.70798463,21.08582875,21.81549167,1.320844864,21.23464597,5.435840494,11.50692037,11.02172939,11.44739411,2.958289767,12.17429855,3.662900357,2.848330843,3.030220525,3.125516347,2.473325302,2.955342482,0.325139111,0.291921623,0.388856085,0.413060146,0.380152347,0.362713707,5.577960045,5.532799607,5.553840703,6.019713799,5.811218353,5.549314418,13.60564583,13.54823149,16.05037831,14.01623115,12.6542134,13.94333062,1.817534245,1.65478768,1.581585344,5.859783776,1.746980958,6.264484566,2.266923261,2.292297629,2.290096587,2.13891288,2.487269473,2.33808602
